areaCode,areaName,areaType,date,hospitalCases
R0A,Manchester University NHS Foundation Trust,nhsTrust,2023-01-01,402
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-31,387
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-30,383
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-29,385
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-28,383
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-27,370
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-26,372
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-25,373
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-24,370
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-23,370
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-22,359
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-21,358
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-20,350
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-19,341
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-18,343
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-17,338
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-16,354
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-15,337
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-14,338
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-13,336
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-12,271
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-11,335
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-10,334
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-09,332
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-08,328
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-07,334
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-06,334
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-05,336
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-04,334
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-03,329
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-02,327
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-12-01,323
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-30,325
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-29,320
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-28,308
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-27,306
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-26,313
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-25,295
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-24,295
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-23,299
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-22,296
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-21,291
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-20,292
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-19,289
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-18,288
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-17,286
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-16,304
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-15,301
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-14,297
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-13,294
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-12,292
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-11,288
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-10,287
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-09,284
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-08,274
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-07,270
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-06,265
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-05,266
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-04,270
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-03,210
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-02,256
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-11-01,258
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-31,254
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-30,259
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-29,263
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-28,260
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-27,251
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-26,256
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-25,245
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-24,241
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-23,239
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-22,228
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-21,219
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-20,208
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-19,197
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-18,208
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-17,198
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-16,190
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-15,185
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-14,183
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-13,230
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-12,180
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-11,170
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-10,153
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-09,150
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-08,148
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-07,150
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-06,136
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-05,142
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-04,136
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-03,131
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-02,134
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-10-01,130
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-30,127
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-29,128
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-28,154
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-27,152
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-26,144
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-25,137
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-24,138
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-23,139
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-22,198
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-21,199
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-20,196
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-19,195
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-18,191
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-17,191
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-16,186
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-15,185
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-14,187
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-13,187
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-12,184
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-11,187
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-10,187
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-09,190
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-08,206
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-07,218
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-06,224
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-05,234
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-04,230
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-03,236
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-02,244
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-09-01,249
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-31,259
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-30,248
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-29,237
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-28,240
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-27,246
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-26,262
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-25,266
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-24,264
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-23,317
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-22,284
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-21,281
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-20,281
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-19,294
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-18,304
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-17,307
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-16,317
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-15,325
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-14,322
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-13,304
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-12,307
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-11,325
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-10,326
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-09,346
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-08,337
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-07,325
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-06,322
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-05,335
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-04,338
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-03,345
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-02,355
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-08-01,365
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-31,359
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-30,364
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-29,396
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-28,394
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-27,396
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-26,387
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-25,400
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-24,394
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-23,381
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-22,380
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-21,378
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-20,385
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-19,386
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-18,391
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-17,378
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-16,386
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-15,500
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-14,350
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-13,353
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-12,351
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-11,332
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-10,326
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-09,299
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-08,285
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-07,285
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-06,272
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-05,254
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-04,243
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-03,240
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-02,235
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-07-01,236
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-30,238
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-29,237
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-28,223
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-27,207
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-26,196
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-25,193
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-24,182
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-23,172
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-22,171
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-21,179
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-20,170
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-19,162
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-18,154
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-17,153
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-16,147
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-15,150
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-14,149
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-13,137
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-12,132
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-11,130
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-10,136
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-09,139
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-08,139
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-07,144
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-06,147
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-05,147
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-04,144
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-03,143
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-02,151
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-06-01,164
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-31,182
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-30,182
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-29,183
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-28,183
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-27,191
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-26,197
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-25,205
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-24,214
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-23,225
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-22,224
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-21,222
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-20,224
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-19,230
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-18,235
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-17,232
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-16,238
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-15,232
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-14,230
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-13,232
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-12,235
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-11,249
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-10,264
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-09,278
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-08,273
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-07,267
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-06,280
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-05,286
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-04,289
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-03,297
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-02,297
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-05-01,295
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-30,289
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-29,312
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-28,324
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-27,354
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-26,353
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-25,361
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-24,350
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-23,338
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-22,359
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-21,381
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-20,392
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-19,424
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-18,415
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-17,399
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-16,393
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-15,381
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-14,377
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-13,385
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-12,391
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-11,388
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-10,384
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-09,369
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-08,379
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-07,381
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-06,370
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-05,364
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-04,357
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-03,352
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-02,349
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-04-01,365
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-31,348
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-30,322
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-29,324
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-28,312
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-27,295
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-26,275
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-25,283
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-24,284
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-23,268
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-22,260
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-21,259
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-20,249
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-19,238
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-18,222
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-17,226
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-16,229
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-15,225
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-14,234
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-13,220
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-12,206
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-11,207
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-10,203
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-09,200
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-08,212
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-07,219
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-06,211
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-05,221
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-04,216
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-03,220
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-02,234
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-03-01,236
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-28,233
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-27,227
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-26,222
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-25,230
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-24,240
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-23,239
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-22,244
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-21,248
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-20,249
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-19,236
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-18,249
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-17,244
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-16,254
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-15,267
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-14,281
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-13,277
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-12,276
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-11,277
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-10,283
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-09,298
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-08,308
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-07,314
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-06,310
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-05,308
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-04,329
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-03,347
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-02,351
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-02-01,362
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-01-31,371
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-01-30,371
R0A,Manchester University NHS Foundation Trust,nhsTrust,2022-01-29,373
